gene,fold change,p value
PIMREGP3,0.2,0.816950949
ENSG00000217702,1.3,0.053145866
CCT7P1,-0.2,0.709245897
ENSG00000217801,-0.2,0.691566815
KRT18P48,-0.8,0.262825242
ZNF839P1,0.2,0.872320767
HSPE1P8,-0.4,0.699883008
PAM16,-0.2,0.777358031
NOC2LP2,-0.2,0.804298102
ZNF192P2,0.8,0.367700115
ENSG00000218027,1,0.254575214
KIRREL3-AS3,-1.7,0.027261878
ENSG00000218175,0.8,0.01659875
KRT8P43,1,0.07465037
RPS27AP11,1.1,0.142180895
TATDN2P2,-0.1,0.93667292
ENSG00000218227,0.1,0.735426888
MORF4L1P1,-0.5,0.016666564
TENM3,-0.5,0.272063766
LYPLA1P3,0.3,0.773697142
ENSG00000218416,-0.3,0.401677524
ENSG00000218418,0.6,0.050645338
ENSG00000218426,0.8,0.203558257
H2AZP3,-0.5,0.531549331
LINC00339,0.8,0.074772659
MIF-AS1,-1.3,0.037026918
GAPDHP63,-0.3,0.735898117
ENSG00000218586,0.4,0.622828412
ENSG00000218631,0.8,0.170285365
ENSG00000218672,0.3,0.644554646
ENSG00000218682,0.9,0.311888735
CEBPZOS,-0.7,7.74E-05
GSTM2P1,0.4,0.572187515
PAPOLB,0.5,0.569909654
NUFIP1P1,0.1,0.920084744
FTH1P15,0.9,0.010540675
NPM1P37,-0.3,0.779899454
HNRNPA3P12,0.7,0.335857444
ENSG00000219133,-0.6,0.494015814
FTH1P19,0.3,0.644972765
CACYBPP3,0.6,0.502639973
RNASEK,-0.7,0.127737992
ENSG00000219201,0.4,0.327499904
RPL31P52,0.5,0.45330357
ZNF602P,0.4,0.233519533
HSPA8P15,-0.7,0.422607888
ENSG00000219410,0.8,0.393567501
BTBD10P2,0.6,0.465072336
TAFA5,-0.5,1.18E-05
RPL23P8,0.3,0.499719059
NBPF1,1.4,1.59E-07
FTH1P8,0.9,0.128296395
ENSG00000219529,1.5,0.035464014
UMAD1,-0.3,0.421263869
ZNF259P1,-0.2,0.801838894
PPP1R3G,0.6,0.308279215
FAM228B,0.6,0.007941346
ZNF433-AS1,-0.1,0.76001704
RPL32P16,0.1,0.932027963
ENSG00000219755,0.6,0.494581127
PPIAP9,-0.2,0.853093364
GAPDHP42,-1.8,0.006668033
ZSCAN12P1,0.7,0.094205663
ENSG00000219928,0.3,0.691689982
RPL12P8,0.6,0.480739881
LINGO3,0.3,0.580315833
LINC02076,0.9,0.115893099
ZGLP1,0.3,0.350499704
VAMP2,-1,4.77E-05
ENSG00000220256,-1.8,0.009013133
HNRNPH1P1,0.7,0.169858462
H2BC19P,1.1,0.031672774
KRT8P42,0.7,0.317367971
TUBB3P1,-0.5,0.401558843
ENSG00000220472,0.5,0.250643801
ENSG00000220506,-0.5,0.606825233
ENSG00000220522,0.2,0.805988854
HTR5A-AS1,-1.8,2.40E-05
RPL35P2,0.6,0.537619477
TUBBP9,1.8,0.010567195
ENSG00000220614,0.4,0.554297719
ENSG00000220685,-2.5,2.62E-05
ENSG00000220694,-0.3,0.768855727
RPL5P18,-0.5,0.584729705
MTMR9LP,1.5,2.50E-09
LINC01881,-0.8,0.077508705
RPL21P16,1.8,0.001529778
RPS18P9,0.7,0.046765818
HSPE1P26,0.5,0.622790028
MESTP1,-0.6,0.425592661
ENSG00000220960,-0.2,0.801713847
MIR1250,-0.4,0.624952748
MIR1302-3,0.7,0.454356953
ENSG00000221083,1.8,0.005248188
SNORA11F,-0.3,0.749498518
ENSG00000221184,0.4,0.677089117
SNORD99,1.3,0.015339663
RNU6ATAC35P,-0.6,0.430341588
SNORA77,-0.7,0.395474879
SNORA11,0.2,0.838703854
PPP3CB-AS1,1.3,0.00148054
EBF2,0.5,0.600155998
GAS8-AS1,-0.8,0.160290741
PPP3R1,-1.3,4.32E-07
FANCG,0.2,0.672778306
AP4M1,-0.2,0.476055951
C2orf16,-0.7,0.009442597
OR2A12,1.6,0.049231276
PLXNA4,-1.5,3.71E-05
CEBPD,1.6,1.32E-07
MRPS21P3,0.9,0.26924034
OR3A2,0.2,0.84847906
ARIH2OS,0.4,0.354264914
ZBED8,0.4,0.066497874
HMSD,0.9,0.130521378
NPTXR,-1.1,0.009046436
PPP2R2A,0.2,0.574753147
C19orf73,-0.4,0.240783778
ZNF880,0.6,0.034811925
TRIM16,0.2,0.480698706
DENND10P1,-0.6,0.23168333
TIGD1,0.1,0.814085771
FXYD7,-0.9,2.15E-04
XKR9,-0.7,0.368163764
LINC01465,-0.5,0.513400607
C1orf229,1,0.018065622
SLC12A8,-0.7,0.074783363
APOL6,2.1,1.77E-06
FADS3,0.2,0.570881275
CCNL2,0.3,6.74E-04
UBA52,0.2,0.373065171
MYBPHL,-0.4,0.438848557
PPT2,0.1,0.341753163
EXOC3-AS1,0.1,0.739073395
ZNF630,0.3,0.204173665
TIAF1,0.9,2.30E-05
LINC01118,-0.7,0.367065189
BTBD19,0.5,0.250616257
FAM185A,-0.4,0.116246169
ENSG00000222012,-0.2,0.771358915
RAB6C,1.2,0.004949588
URAHP,-0.5,0.338534779
HDAC4-AS1,0.8,0.066220727
LINC01793,-1.7,0.025187811
LINC01124,1.3,0.111140361
KIAA2012-AS1,-0.4,0.648304338
CYTOR,-0.2,0.556454555
ENSG00000222043,-0.2,0.799420499
ENSG00000222044,1.9,2.52E-05
DCDC2B,-1,0.08958032
RNU6-1165P,0.5,0.582920021
RNU4-62P,1.9,0.012562387
RN7SKP16,0.7,0.401207346
RNU6-892P,-0.8,0.327700778
SNORD19C,0.6,0.48856502
RNA5SP203,0.1,0.907912128
RNU6-554P,-1.5,0.066284749
RN7SKP271,-0.1,0.935662161
SNORA79B,-0.2,0.807830863
RNU6-705P,0.9,0.268321806
RNA5SP25,1.1,0.159802177
RNU6-321P,-0.5,0.598557793
RNU6-564P,-1,0.240176687
RN7SKP268,1.1,0.203297158
RNA5SP498,1.4,0.092028155
RNY3P8,2.3,0.002041987
RNU6-722P,0.4,0.650086025
RNU6-516P,0.4,0.624366315
RNA5SP111,0.2,0.780619927
ENSG00000223343,-0.6,0.268420108
H2BP1,1.5,0.021588557
ENSG00000223356,-1,0.029147084
ENSG00000223374,-0.5,0.554980744
LINC01778,-0.1,0.942001681
SDCBP2P1,0.1,0.904557279
ENSG00000223393,0.6,0.523350752
RPS10P7,1.3,7.82E-08
MEG9,-1.6,2.52E-13
MTND6P21,0.7,0.400320275
TH2LCRR,-1,0.14228003
LMO7DN-IT1,-2,0.010735558
TCAF1P1,-0.9,0.193118884
ENSG00000223461,0.6,0.495641618
CALM1P1,-0.5,0.494893331
VN1R42P,0.7,0.460313252
ENSG00000223478,0.3,0.631930495
NUTM2A-AS1,0.3,0.460115838
ENSG00000223486,-0.5,0.60720936
EXOSC6,-0.9,8.20E-06
RNF14P4,-0.8,0.291758888
VPS52,0.1,0.875804352
ENSG00000223502,0.6,0.46721901
RPL23AP53,-0.5,0.256433871
ENSG00000223509,-0.5,0.394924851
ENSG00000223511,0.5,0.517676634
CSNK1A1P1,0.3,0.679092839
ENSG00000223522,0.6,0.283117193
RABGAP1L-IT1,0.4,0.642542594
ENSG00000223528,1.3,0.123624976
EEF1A1P8,-0.8,0.335606142
ENSG00000223536,-0.4,0.677817685
ENSG00000223537,-0.5,0.588632936
LINC00630,-0.9,0.08859985
ZNF844,0.8,0.012039606
ACSL6-AS1,1,0.034561017
MTND5P28,0.3,0.620589113
CCR5AS,1.1,0.195902193
SMPD4P1,-1.7,0.005883431
TRIM60P17,-0.2,0.803050537
ENSG00000223559,-0.4,0.359827005
CYP4F32P,-1.5,0.060063185
DHRSX-IT1,0.4,0.640690839
CKMT1A,-1.9,1.24E-07
TINCR,-0.2,0.716630751
ENSG00000223576,-0.3,0.727250631
ENSG00000223599,-0.2,0.871991338
HBD,0.6,0.397483511
ENSG00000223624,-0.7,0.426095827
UHRF2P1,-0.1,0.939060836
ENSG00000223653,0.6,0.426305167
C1GALT1C1L,0.5,0.310662745
ENSG00000223669,-0.4,0.653884638
ENSG00000223675,0.1,0.892535816
ENSG00000223695,0.5,0.521741245
ENSG00000223697,-0.5,0.577376829
LINC01422,0.5,0.406491398
NSUN5P1,0.1,0.743675891
ENSG00000223711,-1.1,0.116273663
LINC02601,-0.7,0.300140161
IFITM3P2,-1.2,0.115581577
TFDP1P2,-0.7,0.308495201
ENSG00000223730,0.1,0.918011021
CCDC18-AS1,0.8,2.05E-04
MIR503HG,2,1.95E-05
SIRPB3P,0.1,0.879066276
ENSG00000223754,-1.1,0.093724603
TSSC2,0.4,0.585421515
LINC02593,1.4,0.028158363
LINC00205,0.2,0.596692111
CD99P1,0.7,0.2306666
ENSG00000223774,0.2,0.778169677
UBE2E1-AS1,0.7,0.419784526
ENTPD3-AS1,0.4,0.111933176
IL10RB-DT,0.4,0.500504985
CERS1,0.6,0.003573125
RPS20P14,0.1,0.850610877
ENSG00000223804,1,0.028408378
ENSG00000223812,-1,0.002289361
ENSG00000223813,0.6,0.452640544
CFL1P1,0.1,0.795257249
DAZAP2P1,-0.4,0.261847501
ENSG00000223834,0.6,0.531478712
FAM95B1,1.2,0.096629071
EFCAB6-AS1,-0.3,0.571869877
ENSG00000223849,-0.9,0.272570403
HRAT92,-0.5,0.294940048
HLA-DPB1,0.6,0.198045079
SAP18P2,0.6,0.0974127
PPIAP53,0.1,0.932701064
ABCC5-AS1,-0.3,0.73327718
ENSG00000223884,0.2,0.826127053
ENSG00000223886,-0.3,0.674174889
OSER1-DT,-0.1,0.416012677
SEC13P1,-0.4,0.589841928
ENSG00000223901,0.4,0.455412587
ASS1P2,-0.5,0.552510502
LGALSL-DT,0.1,0.946704208
ENSG00000223944,0.4,0.6552757
ENSG00000223945,-0.7,0.345420841
ENSG00000223946,0.5,0.563534201
ENSG00000223947,0.2,0.734263397
ROR1-AS1,0.9,0.293213862
AFG3L1P,0.5,0.016234822
CHROMR,0.5,0.164038183
THAP12P8,-0.7,0.438819327
ENSG00000223969,0.7,0.386852684
PAFAH1B1P2,-0.6,0.46133237
HNRNPRP1,-0.2,0.76439768
YES1P1,0.8,0.183104339
USP12P2,0.3,0.733815011
ENSG00000224014,-0.4,0.65717152
ENSG00000224016,-0.9,0.274048757
MIR181A2HG,1.8,0.015201932
EDRF1-DT,0.7,0.099852606
CCNT2-AS1,0.8,0.169907073
ENSG00000224046,0.4,0.30685303
ENSG00000224050,0.2,0.799023027
CPTP,-0.5,0.108750045
EGFR-AS1,-0.8,0.325186712
ENSG00000224058,-0.6,0.492618102
ARSLP1,-0.7,0.391391872
ENSG00000224063,0.4,0.684727963
ENSG00000224066,0.3,0.733006062
ENSG00000224067,0.1,0.922133947
SNHG14,-0.4,0.013272955
ENSG00000224079,-0.8,0.255829783
SLC44A3-AS1,1.6,3.60E-05
MTCO1P11,0.2,0.832678066
PPM1F-AS1,-1,1.80E-04
RPS24P8,1.1,0.164487574
ENSG00000224097,0.2,0.645350284
ENSG00000224100,1.1,0.092814671
CENPVL3,0.1,0.875894834
INHBA-AS1,-1.3,1.59E-05
PTPN2P2,-0.1,0.894632806
ENSG00000224138,0.2,0.857958552
ENSG00000224152,0.8,0.084483895
ENSG00000224155,-0.8,0.38652691
DNAJC27-AS1,0.7,0.002935065
LINC01357,0.4,0.574034048
LINC00570,0.2,0.830160497
SDHDP6,0.1,0.951332006
MIR3681HG,-0.3,0.746293558
SNX18P9,-0.4,0.645693763
C5orf66,-0.6,0.323927879
HAGLR,1.6,6.10E-04
SEZ6L-AS1,-0.5,0.603612054
ENSG00000224195,-1.4,4.36E-04
PHEX-AS1,-0.3,0.577757294
ZCRB1P1,0.5,0.332475746
ENSG00000224215,1.1,0.174532037
DTNB-AS1,0.2,0.797968143
LINC02636,-0.4,0.530284154
VSTM2A-OT1,-1.8,3.61E-07
KCTD5P1,0.5,0.536691603
MICOS10P3,-0.2,0.791815396
WARS2-IT1,0.8,0.393989151
SOX1-OT,-0.2,0.518415888
ENSG00000224245,1,0.239907342
ENSG00000224251,0.2,0.884704773
PDCL3P6,0.4,0.627830111
RPSAP18,0.6,0.305196578
ENSG00000224271,-2.6,6.64E-05
ENSG00000224272,-0.1,0.799759186
ENSG00000224280,-0.9,0.265948438
SLC25A5-AS1,0.2,0.556920177
ENSG00000224282,1.7,0.017559323
ENSG00000224307,1.5,0.044029034
LINC01567,-0.8,0.074542386
THAP5P1,-0.2,0.813843355
ENSG00000224331,-0.5,0.570123423
ENSG00000224334,-0.6,0.473046925
AKR7A2P2,-0.4,0.637075981
ENSG00000224348,-1.7,0.026616664
MTND2P5,-1,0.205588344
ENSG00000224356,0.5,0.61519546
TMCO1-AS1,0.7,0.119638289
OACYLP,-1.2,0.101594892
ENSG00000224376,0.1,0.817096345
PRR29,0.6,0.323281297
ENSG00000224387,-0.3,0.58687742
C4B,3,3.58E-06
PELATON,0.7,0.388986233
RPL7P57,0.7,0.411170372
ENSG00000224404,-1.4,0.062136394
ENSG00000224410,0.3,0.779771515
ENSG00000224415,0.2,0.805899858
STK24-AS1,-0.3,0.643919472
ADM5,0.2,0.763913578
PRKAR2A-AS1,0.6,0.061911379
SSBP3P2,-0.5,0.580635999
LINC00539,0.9,0.066364676
MKRN5P,-0.2,0.799365626
ENSG00000224431,0.1,0.95387752
RSL24D1P6,-0.9,0.275836447
LAMC1-AS1,0.2,0.867871586
ATXN1L,0.8,1.55E-07
ENSG00000224478,-1,0.225280688
ENSG00000224479,-1.1,0.001456755
HNRNPA3P14,0.1,0.917818144
ENSG00000224505,0.1,0.868398006
MRPS9-AS2,-0.3,0.604727399
ENSG00000224513,0.5,0.601889414
LINC00620,-1.3,0.072101638
ENSG00000224525,1.9,0.003927045
SMIM13,-0.5,0.039305974
TMLHE-AS1,0.5,0.594068901
ENSG00000224536,1.2,3.01E-05
ENSG00000224541,0.7,0.374298378
SNRPGP15,-0.7,0.199212241
EIF4BP3,0.3,0.612270981
NDUFA4P1,-0.9,0.053108375
HLA-DPB2,-1.4,0.021904733
FAM96AP2,-1,0.231960444
LINC01886,-0.6,0.403058675
HNRNPA1P48,0.9,0.00291232
MIR3659HG,-0.6,0.106825078
ZMIZ1-AS1,-0.7,0.099942968
SVIL-AS1,0.4,0.01907482
RPS5P2,0.4,0.652961744
FGGY-DT,-2.1,1.37E-04
ENSG00000224613,0.1,0.936879293
TNK2-AS1,-0.2,0.810891225
RTCA-AS1,0.8,0.083885858
RPS27AP16,1,7.32E-04
ENSG00000224635,0.3,0.623676692
ENSG00000224647,0.4,0.685369386
SH3BP5-AS1,0.2,0.48575483
ENSG00000224675,0.4,0.591137963
PLA2G12AP1,-0.1,0.914548226
SOCS5P2,0.3,0.515448602
RPL36AP29,1.9,0.006678535
RASAL2-AS1,-0.8,0.03025751
ZNF812P,1.6,0.039819792
LAMTOR5-AS1,0.9,0.00254403
ENSG00000224715,-0.7,0.422705668
LEMD1-DT,-1.3,0.114226979
CEP57L1P1,-0.2,0.760471628
FCF1P7,0.4,0.547562348
IMPDH1P8,-0.5,0.521413477
PCOLCE-AS1,0.7,0.3101698
ENSG00000224731,1.7,0.001680199
ENSG00000224738,-0.1,0.891613839
TEX26-AS1,-1.2,0.141269526
ENSG00000224745,0.6,0.515348118
MTCYBP21,1,0.232908252
LINC01167,-1.4,0.050710283
FDPSP8,0.6,0.535502824
ENSG00000224764,0.3,0.767875489
MUC20P1,-1.2,0.155705446
HSPA8P7,-0.3,0.731104933
CETN4P,-1,0.018093506
ENSG00000224790,-0.8,0.25541185
IQCF4P,-0.5,0.512695528
NTM-AS1,1.5,1.45E-07
LINC00853,0.2,0.762963476
SRGAP3-AS1,0.1,0.884895466
TMEM72-AS1,-0.7,0.080958721
THRB-IT1,1.3,0.042039612
RORB-AS1,-2.1,4.10E-04
TMEM183B,-0.3,0.583861585
BTF3P9,0.5,0.505519438
GCSHP5,0.3,0.256688839
LINC00240,0.4,0.395750801
ENSG00000224848,-0.1,0.885806465
OPA1-AS1,0.7,0.443591663
RPL29P11,0.8,0.348337234
YBX1P1,1.4,0.008054229
MRPL20-AS1,0.4,0.043268163
NDUFAF8,0.1,0.323959212
MTCYBP29,-0.5,0.613920604
ENSG00000224883,-1,0.133721569
EIPR1-IT1,-1.1,0.132845106
ENSG00000224888,-0.7,0.120829675
RPS4XP16,0.8,0.157411883
POT1-AS1,1.9,3.70E-04
RNF32-AS1,0.2,0.847189295
ENSG00000224905,0.3,0.542902906
LINC00863,0.6,0.170620876
LINC00320,1.9,6.15E-10
KRT8P30,-2,0.001720427
ENSG00000224934,1,0.016192185
LINC00184,-1.4,0.012734911
PRRT4,-0.6,0.174226656
ENSG00000224945,0.3,0.492856779
ENSG00000224950,1.5,0.027689154
LINC01266,0.1,0.92747353
ECMXP,1.9,6.60E-07
LINC02586,-0.1,0.90820061
ENSG00000224969,0.3,0.716725063
LARGE-AS1,0.7,0.344090129
INE1,0.6,0.12068167
PARP4P2,-0.3,0.785208903
TMEM233,0.4,0.580315833
PPP1R8P1,0.4,0.487534986
KCTD9P1,-0.2,0.819768464
UBE2D3P1,-0.2,0.739020917
EIF4BP7,-0.6,0.3253495
ENSG00000225032,1.2,8.03E-04
HMGB3P22,1.6,1.41E-04
PRPF38AP1,-1,0.216960398
ENSG00000225056,1.7,0.02217663
ENSG00000225057,1,0.180445206
TMCC2-AS1,0.5,0.553679228
RPL23AP2,0.2,0.793767072
ENSG00000225078,-1,0.244266563
GRTP1-AS1,0.7,0.426305167
ENSG00000225096,0.2,0.787025446
ENSG00000225106,0.1,0.923062118
PNMA6F,0.1,0.891850416
ARSDP1,-1,0.239643372
RANP4,0.7,0.048991878
LINC00237,1.7,2.03E-06
PSME2P2,-0.8,0.325474073
DYNC1I2P1,0.6,0.03391455
SLC9A3-AS1,0.7,0.039166596
ENSG00000225140,1.9,3.92E-12
GOLGA2P7,0.3,0.714240741
RTRAFP2,-0.3,0.636339815
DUTP6,1.8,0.001013778
ENSG00000225173,0.9,0.306497456
OSTM1-AS1,1.1,0.154617295
ENSG00000225177,1.6,1.54E-05
RPSAP58,-0.3,0.531482163
PVALEF,-0.2,0.805982276
PLEKHM1,0.2,0.294515592
RPS12P26,0.9,0.211246452
LINC00092,0.7,0.07462685
ENSG00000225200,0.3,0.520229679
ENSG00000225205,0.2,0.746423637
MIR137HG,-0.8,6.57E-04
ENSG00000225208,-1.1,0.174586073
DUXAP9,-0.4,0.676378599
ENSG00000225213,-1.2,0.121385897
HSPA7,1,0.183144417
ENSG00000225218,-0.3,0.787025446
LINC02470,0.3,0.78141224
ST13P6,1.3,0.013503204
PCDH9-AS3,0.1,0.86907561
ZNRF2P2,1.1,0.025196239
TAF1A-AS1,1.2,0.002635909
ENSG00000225279,1.4,0.040102531
ENSG00000225280,0.9,0.265153572
ENSG00000225282,0.7,0.246185572
LINC01770,1,0.089339957
ENSG00000225299,-0.1,0.891760964
ENSG00000225300,0.5,0.482345242
ENSG00000225313,1,3.12E-04
LINC01678,-0.6,0.340849339
LINC02813,0.4,0.665592557
ENSG00000225335,0.5,0.250893059
ENSG00000225339,0.4,0.484304986
LRRK2-DT,0.1,0.832385642
SNX18P3,1.2,0.006271506
CT62,-0.3,0.724192014
ENSG00000225370,-0.1,0.901860768
TMEM246-AS1,0.7,0.401207346
NRSN2-AS1,0.3,0.31964559
SFTA1P,1.1,0.015656686
ENSG00000225385,-0.3,0.732491261
ENSG00000225386,0.1,0.892904934
ENSG00000225387,-0.2,0.801891603
PGM5P4,0.4,0.695843929
ENSG00000225399,1.6,0.032866849
RAB28P5,0.4,0.377624427
ENSG00000225402,-0.6,0.177311209
LINC02557,-1.5,0.056511092
ENSG00000225421,-0.9,0.2648462
BOLA3-AS1,-0.9,0.010449894
MPRIP-AS1,0.5,0.501112006
LINC01763,0.2,0.816034592
RPS15AP10,0.8,0.270095767
RAB6C-AS1,0.6,0.145150445
ENSG00000225450,1.4,0.084169946
ENSG00000225451,-0.6,0.526736938
ENSG00000225460,2.3,3.77E-05
FDPSP1,-0.8,0.176648579
RFPL1S,-1.5,1.17E-07
JPX,0.6,0.095393508
ENSG00000225472,1.3,0.03871278
NUTM2B-AS1,0.4,0.104752676
ENSG00000225489,0.9,0.189640213
GBP1P1,1.2,0.03761581
RTRAFP1,0.3,0.733808124
ENSG00000225498,-1.1,0.160478199
CYP4A22-AS1,-0.1,0.895617414
PCDH8P1,0.9,0.292188647
LINC01703,-0.5,0.430254451
MKRN2OS,0.2,0.763712226
ENSG00000225527,-0.2,0.740967095
ENSG00000225528,1.1,0.179254974
LINC01821,-0.2,0.766212037
SELENOKP3,0.5,0.606278202
ENSG00000225554,-1.1,0.010892331
C2CD4D,-1,0.002476186
UBE2D3P2,1.1,0.01179807
ENSG00000225568,-0.4,0.372838141
CCT4P2,1.9,0.013384531
DOCK4-AS1,-0.3,0.685020697
RPL35P5,-0.6,0.243514738
NCBP2-AS1,0.4,0.700388423
PA2G4P5,0.2,0.799161392
MTOR-AS1,0.3,0.717876201
ENSG00000225605,0.9,0.306314613
ZNF469,0.6,0.141073105
AGBL4-IT1,0.4,0.634233666
MTND2P28,1.5,0.007291053
ENSG00000225647,0.8,0.346312369
SBDSP1,0.2,0.384432588
ENSG00000225649,0.8,0.028651866
KCNMA1-AS3,-1.1,0.161296015
CADM3-AS1,-0.9,0.014389109
FCF1P6,0.3,0.771622176
LINC01771,-0.9,0.094429511
PACRG-AS3,1.9,1.31E-06
FAM225B,1.7,0.020343537
ENSG00000225689,-0.1,0.891638286
LAGE3P1,1.6,0.01241025
SLC26A6,0.6,0.079489803
PTPRD-AS1,0.8,0.004677178
ATP5MC2P1,0.3,0.675982276
ASH2LP3,-0.5,0.62031502
ENSG00000225726,0.2,0.87977489
PDE9A-AS1,0.2,0.814635346
FGD5-AS1,0.6,0.045217882
MEG8,-0.7,0.038003374
DBH-AS1,-0.2,0.491768371
LINC00431,-0.4,0.684879347
ENSG00000225761,0.9,0.270073936
P3H2-AS1,-0.6,0.363826422
LINC01831,-0.1,0.900720221
SIRPAP1,-0.6,0.203444978
PROSER2-AS1,0.9,0.06076053
ENSG00000225779,0.2,0.851292715
OR6V1,0.8,0.345215394
MIAT,-0.6,0.002101599
TRAM2-AS1,0.4,0.157963953
ENSG00000225792,1.2,0.048959206
TMEM30A-DT,0.4,0.639054181
MTND4P23,1.9,0.012568802
ENSG00000225806,-0.2,0.762248578
DNAJC19P5,0.9,0.21855732
FAM229A,0.1,0.809587224
ERCC6,0.1,0.627070716
ENSG00000225840,0.5,0.623190772
MKRN7P,1.5,1.74E-04
ENSG00000225850,-1.1,0.133436609
RUSC1-AS1,0.5,0.103759284
MATR3P1,-0.9,0.205463449
ENSG00000225867,1.6,0.046245166
WDR87BP,0.7,0.165683805
LINC00368,-0.9,0.251957624
ENSG00000225871,0.5,0.425925967
LINC01529,-0.1,0.835104145
C3orf86,0.9,0.164780199
PSG8-AS1,1.9,3.84E-09
LINC00115,0.1,0.848701726
ENSG00000225886,-0.3,0.693644841
ENSG00000225889,1,7.46E-07
DHDDS-AS1,1.4,0.03644359
ENSG00000225905,0.4,0.521330384
TSBP1-AS1,0.2,0.501881998
RIMKLBP2,-1.1,0.196001022
TAB2-AS1,1.6,0.035253551
PCA3,0.8,0.120580156
ENSG00000225938,1,0.137349199
LINC02648,0.6,0.497856494
ODF2-AS1,0.6,0.473174489
SATB2-AS1,-1.7,1.23E-04
ENSG00000225963,1,0.161744932
NRIR,0.8,0.251077505
ELFN1,-0.5,0.327170827
MTND1P23,1.6,9.50E-04
LINC01534,-0.1,0.849405264
HAR1A,-1.8,2.56E-06
ENSG00000225986,-0.6,0.301867377
KCNIP2-AS1,-0.8,0.278446467
CCT8P1,-0.3,0.126147088
PRICKLE2-AS3,-0.3,0.75192926
LINC01772,0.1,0.769988938
PPIAP21,-0.9,0.061494669
ENSG00000226040,-0.2,0.828276457
TLK2P1,0.4,0.453432534
ZNF503-AS1,0.2,0.850702518
MEMO1P1,-0.2,0.874311652
PAICSP1,-0.5,0.366815822
LINC00623,-0.5,0.283715614
ENSG00000226070,-0.9,0.243496111
RPL6P4,-2,0.003333174
SLC39A12-AS1,0.5,0.587475718
ENSG00000226084,0.3,0.540055203
EIF3LP3,0.3,0.762963476
ENSG00000226087,-0.4,0.670139218
LINC00937,-0.3,0.57065031
SEC11B,0.4,0.464153414
LINC02097,0.7,0.453527094
RPL36AP54,-0.8,0.267131917
AHCTF1P1,0.3,0.632671314
FTCDNL1,0.4,0.15084575
LINC01907,0.5,0.517931725
BAIAP2-DT,-1.2,2.22E-08
ENSG00000226138,-0.8,0.044419145
KRT16P6,-1.9,0.002347458
SLC25A39P1,-0.3,0.71769327
ENSG00000226149,-0.8,0.362027828
ENSG00000226155,0.4,0.641060449
TEX22,0.9,0.068740203
LINC00685,1.1,0.002608518
CLK3P2,-2,7.51E-04
LINC02519,0.7,0.221841403
SGMS1-AS1,0.4,0.370098694
ENSG00000226207,0.4,0.679469195
WASH8P,-0.9,0.050645338
RPL26P19,0.4,0.224126265
RPLP0P1,-1.6,0.045770116
GAS1RR,-0.6,0.419111595
ENSG00000226239,0.6,0.278386886
RPL37AP1,0.5,0.568435998
SUPT4H1P1,0.1,0.882065072
ENSG00000226252,0.6,0.208794752
GTF2H2B,1,0.240686648
ENSG00000226266,0.3,0.72450662
ARHGAP26-AS1,0.3,0.772336337
ENSG00000226277,-0.7,0.413789799
ARPC3P1,-0.3,0.592101213
TMEM191A,-0.9,0.016003373
ENSG00000226291,-0.2,0.829357064
NPY6R,1.3,0.004898505
ENSG00000226308,0.9,0.024008982
ENSG00000226310,0.4,0.576317493
CFLAR-AS1,1.8,2.00E-04
ZNF192P1,0.3,0.437683559
RPS3AP38,0.6,0.257796484
NUP50-DT,-0.7,6.19E-04
ENSG00000226329,-0.5,0.613481131
ENSG00000226330,0.6,0.409286749
ENSG00000226332,1.3,4.15E-04
ENSG00000226338,1.6,0.044407531
NMD3P1,0.1,0.947818998
PSPC1-AS2,-0.2,0.69316186
ENSG00000226355,-0.8,0.373275826
RPL10AP6,0.4,0.448639362
HAGLROS,0.5,0.509592334
ST7-AS2,0.2,0.78559912
LINC01345,-1.1,0.145330114
ENSG00000226377,-1.4,0.041018109
ENSG00000226380,-0.6,0.073281262
PARD3-AS1,0.3,0.72450662
SORCS3-AS1,0.1,0.915474084
KCNQ2-AS1,0.1,0.846512126
IFNA20P,-0.6,0.506592276
ENSG00000226396,1,0.010453095
OR8T1P,0.3,0.688271882
TPI1P1,-1,0.030373072
MRPL23-AS1,1.1,0.042507053
SLC16A1-AS1,0.8,0.029267143
SLC25A5P5,-1,0.236425898
USP17L7,-1.2,0.149644418
ANKRD18DP,-1.9,1.60E-04
LAMA4-AS1,-0.8,0.207969608
GAPDHP32,-1,0.157692646
ENSG00000226445,0.1,0.875991474
CYP2D8P,0.7,0.161296015
ENSG00000226454,-0.2,0.827289738
RPL22P3,0.7,0.457237679
ENSG00000226465,-0.4,0.585278535
RPA2P2,-0.9,0.246482428
ENSG00000226468,-2.4,1.56E-04
ADAM1B,-0.3,0.489593701
ENSG00000226471,1.5,1.25E-04
ENSG00000226472,0.1,0.873102366
LINC01748,0.5,0.191151253
UPF3AP1,-0.2,0.816072032
TMEM185B,0.8,0.001581257
ENSG00000226490,-1.5,0.004946656
FTOP1,-0.4,0.473610803
RPL26P27,-0.1,0.890044506
LINC00323,1.8,1.09E-07
ENSG00000226499,0.5,0.608321255
LINC01918,1.3,0.026552575
LINC00390,-0.9,0.256495285
RPS7P10,0.2,0.842800747
ENSG00000226527,1.3,0.109495451
ENSG00000226530,-0.7,0.332025722
BTBD9-AS1,1.2,0.150242946
ENSG00000226545,0.1,0.911164528
SCDP1,0.8,0.149429053
CYP4F26P,-0.9,0.092107075
FTH1P20,0.2,0.784226122
