ENSMUSG00000051951	Xkr4
ENSMUSG00000031441	Atp11a
ENSMUSG00000084780	Gm15350
ENSMUSG00000085465	Gm15347
ENSMUSG00000031442	Mcf2l
ENSMUSG00000079146	Gm15353
ENSMUSG00000086770	Gm15351
ENSMUSG00000031443	F7
ENSMUSG00000031444	F10
ENSMUSG00000031445	Proz
ENSMUSG00000091443	Gm17023
ENSMUSG00000038542	Pcid2
ENSMUSG00000031446	Cul4a
ENSMUSG00000031447	Lamp1
ENSMUSG00000038515	Grtp1
ENSMUSG00000099338	2810030D12Rik
ENSMUSG00000031448	Adprhl1
ENSMUSG00000038506	Dcun1d2
ENSMUSG00000038497	Tmco3
ENSMUSG00000038482	Tfdp1
ENSMUSG00000031449	Atp4b
ENSMUSG00000031450	Grk1
ENSMUSG00000038457	Tmem255b
ENSMUSG00000031451	Gas6
ENSMUSG00000031452	1700029H14Rik
ENSMUSG00000031453	Rasa3
ENSMUSG00000090336	4932443I19Rik
ENSMUSG00000038416	Cdc16
ENSMUSG00000038398	Upf3a
ENSMUSG00000057116	AF366264
ENSMUSG00000047710	Champ1
ENSMUSG00000031458	Coprs
ENSMUSG00000068631	Gm7676
ENSMUSG00000038365	Fbxo25
ENSMUSG00000050052	Tdrp
ENSMUSG00000051978	Erich1
ENSMUSG00000074461	Gm10699
ENSMUSG00000047495	Dlgap2
ENSMUSG00000084945	C030037F17Rik
ENSMUSG00000026317	Cln8
ENSMUSG00000071176	Arhgef10
ENSMUSG00000090024	Gm16350
ENSMUSG00000055675	Kbtbd11
ENSMUSG00000098322	5830468F06Rik
ENSMUSG00000049008	BB014433
ENSMUSG00000031461	Myom2
ENSMUSG00000060924	Csmd1
ENSMUSG00000085150	Gm16346
ENSMUSG00000087363	Gm16347
ENSMUSG00000039842	Mcph1
ENSMUSG00000031465	Angpt2
ENSMUSG00000031467	Agpat5
ENSMUSG00000039814	Xkr5
ENSMUSG00000053678	Defb40
ENSMUSG00000053695	Defb37
ENSMUSG00000053790	Defb38
ENSMUSG00000061847	Defb39
ENSMUSG00000043787	Defb12
ENSMUSG00000052554	Defb34
ENSMUSG00000059463	Spag11b
ENSMUSG00000079842	Spag11a
ENSMUSG00000046354	Defb14
ENSMUSG00000059230	Defb4
ENSMUSG00000050756	Defb6
ENSMUSG00000071169	Defb46
ENSMUSG00000039785	Defb5
ENSMUSG00000039775	Defb3
ENSMUSG00000031471	Defb8
ENSMUSG00000037790	Defb7
ENSMUSG00000087153	Gm6483
ENSMUSG00000096265	4930467E23Rik
ENSMUSG00000097230	Gm26853
ENSMUSG00000097263	Gm26804
ENSMUSG00000074449	Gm15319
ENSMUSG00000095403	Gm21092
ENSMUSG00000095294	Gm21119
ENSMUSG00000094421	Gm20946
ENSMUSG00000074454	Defb33
ENSMUSG00000082976	Gm15056
ENSMUSG00000071165	Gm6040
ENSMUSG00000079120	AY761185
ENSMUSG00000074447	Defa21
ENSMUSG00000074446	Defa23
ENSMUSG00000061845	Gm10104
ENSMUSG00000094687	Defa25
ENSMUSG00000061958	Gm14851
ENSMUSG00000074444	Gm15284
ENSMUSG00000074443	Defa22
ENSMUSG00000074442	Defa-rs7
ENSMUSG00000079116	Gm15293
ENSMUSG00000074441	Gm15292
ENSMUSG00000074440	Defa3
ENSMUSG00000074439	Defa5
ENSMUSG00000082211	Gm15299
ENSMUSG00000074437	Defa-rs1
ENSMUSG00000096295	Defa2
ENSMUSG00000094362	Gm21002
ENSMUSG00000094662	Gm21498
ENSMUSG00000079114	Gm7849
ENSMUSG00000095066	Defa20
ENSMUSG00000094818	Gm15308
ENSMUSG00000065956	Gm14850
ENSMUSG00000074434	Gm6696
ENSMUSG00000079113	Gm7861
ENSMUSG00000060070	Defa26
ENSMUSG00000060208	Defa17
ENSMUSG00000063206	Gm15315
ENSMUSG00000058618	AY761184
ENSMUSG00000064213	Defa24
ENSMUSG00000044748	Defb1
ENSMUSG00000058568	Defb50
ENSMUSG00000006570	Defb2
ENSMUSG00000044743	Defb10
ENSMUSG00000047390	Defb9
ENSMUSG00000045337	Defb11
ENSMUSG00000048500	Defb15
ENSMUSG00000058052	Defb35
ENSMUSG00000044222	Defb13
ENSMUSG00000079112	Fam90a1a
ENSMUSG00000017049	Ccdc70
ENSMUSG00000006567	Atp7b
ENSMUSG00000063362	Alg11
ENSMUSG00000037738	Nek5
ENSMUSG00000031478	Nek3
ENSMUSG00000037725	Ckap2
ENSMUSG00000031479	Vps36
ENSMUSG00000031480	Thsd1
ENSMUSG00000031481	Tpte
ENSMUSG00000031482	Slc25a15
ENSMUSG00000099825	1810012K16Rik
ENSMUSG00000031533	Mrps31
ENSMUSG00000031534	Smim19
ENSMUSG00000037656	Slc20a2
ENSMUSG00000097042	Gm17491
ENSMUSG00000008892	Vdac3
ENSMUSG00000031535	Dkk4
ENSMUSG00000031536	Polb
ENSMUSG00000097839	Gm26909
ENSMUSG00000031537	Ikbkb
ENSMUSG00000085199	Gm15346
ENSMUSG00000031538	Plat
ENSMUSG00000031539	Ap3m2
ENSMUSG00000054822	1700041G16Rik
ENSMUSG00000031540	Kat6a
ENSMUSG00000031543	Ank1
ENSMUSG00000086741	Gm15816
ENSMUSG00000063672	Nkx6-3
ENSMUSG00000031545	Gpat4
ENSMUSG00000031546	Gins4
ENSMUSG00000015341	Golga7
ENSMUSG00000031548	Sfrp1
ENSMUSG00000037492	Zmat4
ENSMUSG00000053979	A730045E13Rik
ENSMUSG00000109419	RP23-183J18.1
ENSMUSG00000109299	RP23-183J18.2
ENSMUSG00000109141	RP23-310J6.2
ENSMUSG00000097654	Gm26714
ENSMUSG00000056313	1810011O10Rik
ENSMUSG00000031549	Ido2
ENSMUSG00000031551	Ido1
ENSMUSG00000031552	Adam18
ENSMUSG00000031553	Adam3
ENSMUSG00000031554	Adam5
ENSMUSG00000037437	Adam32
ENSMUSG00000031555	Adam9
ENSMUSG00000031556	Tm2d2
ENSMUSG00000037406	Htra4
ENSMUSG00000031557	Plekha2
ENSMUSG00000065954	Tacc1
ENSMUSG00000031565	Fgfr1
ENSMUSG00000037363	Letm2
ENSMUSG00000054823	Whsc1l1
ENSMUSG00000031570	Plpp5
ENSMUSG00000061313	Ddhd2
ENSMUSG00000091514	Gm17484
ENSMUSG00000037316	Bag4
ENSMUSG00000037296	Lsm1
ENSMUSG00000031574	Star
ENSMUSG00000031575	Ash2l
ENSMUSG00000031576	Kcnu1
ENSMUSG00000037260	Hgsnat
ENSMUSG00000037251	Pomk
ENSMUSG00000015994	Fnta
ENSMUSG00000037234	Hook3
ENSMUSG00000085437	1700047A11Rik
ENSMUSG00000013878	Rnf170
ENSMUSG00000037214	Thap1
ENSMUSG00000100335	2310008N11Rik
ENSMUSG00000085795	Zfp703
ENSMUSG00000031483	Erlin2
ENSMUSG00000091154	Proscos
ENSMUSG00000031485	Prosc
ENSMUSG00000031486	Adgra2
ENSMUSG00000031487	Brf2
ENSMUSG00000031488	Rab11fip1
ENSMUSG00000097262	4933416M07Rik
ENSMUSG00000039720	Got1l1
ENSMUSG00000031489	Adrb3
ENSMUSG00000031490	Eif4ebp1
ENSMUSG00000071138	Tex24
ENSMUSG00000031492	Chrnb3
ENSMUSG00000031491	Chrna6
ENSMUSG00000063932	Poteg
ENSMUSG00000074404	Gm1698
ENSMUSG00000097776	Gm26795
ENSMUSG00000063626	Unc5d
ENSMUSG00000097044	4933433F19Rik
ENSMUSG00000039661	Dusp26
ENSMUSG00000039328	Rnf122
ENSMUSG00000031577	Tti2
ENSMUSG00000031578	Mak16
ENSMUSG00000046152	Fut10
ENSMUSG00000093862	Gm5117
ENSMUSG00000062991	Nrg1
ENSMUSG00000097928	Gm26578
ENSMUSG00000079070	Gm3985
ENSMUSG00000031583	Wrn
ENSMUSG00000049184	Purg
ENSMUSG00000048544	5930422O12Rik
ENSMUSG00000009628	Tex15
ENSMUSG00000009630	Ppp2cb
ENSMUSG00000052906	Ubxn8
ENSMUSG00000031584	Gsr
ENSMUSG00000049476	1700104B16Rik
ENSMUSG00000031585	Gtf2e2
ENSMUSG00000094500	Smim18
ENSMUSG00000031586	Rbpms
ENSMUSG00000097442	Gm26632
ENSMUSG00000054618	Gm9951
ENSMUSG00000031516	Dctn6
ENSMUSG00000097257	Gm26768
ENSMUSG00000071113	Mboat4
ENSMUSG00000031513	Leprotl1
ENSMUSG00000031532	Saraf
ENSMUSG00000100605	Gm29243
ENSMUSG00000056797	Gm4889
ENSMUSG00000100435	Gm29174
ENSMUSG00000031530	Dusp4
ENSMUSG00000031529	Tnks
ENSMUSG00000046794	Ppp1r3b
ENSMUSG00000031527	Eri1
ENSMUSG00000097357	Gm16793
ENSMUSG00000070056	Mfhas1
ENSMUSG00000109372	RP24-134N2.1
ENSMUSG00000055976	Cldn23
ENSMUSG00000050271	D8Ertd82e
ENSMUSG00000039633	Lonrf1
ENSMUSG00000039620	6430573F11Rik
ENSMUSG00000031523	Dlc1
ENSMUSG00000074384	AI429214
ENSMUSG00000039539	Sgcz
ENSMUSG00000039530	Tusc3
ENSMUSG00000025044	Msr1
ENSMUSG00000031603	Fgf20
ENSMUSG00000039478	Micu3
ENSMUSG00000039470	Zdhhc2
ENSMUSG00000031601	Cnot7
ENSMUSG00000031600	Vps37a
ENSMUSG00000039431	Mtmr7
ENSMUSG00000046723	Adam24
ENSMUSG00000071937	Adam25
ENSMUSG00000046282	Adam20
ENSMUSG00000054033	Adam39
ENSMUSG00000097474	Gm26584
ENSMUSG00000031596	Slc7a2
ENSMUSG00000031595	Pdgfrl
ENSMUSG00000045636	Mtus1
ENSMUSG00000086773	Gm16192
ENSMUSG00000085672	Gm16193
ENSMUSG00000031594	Fgl1
ENSMUSG00000031592	Pcm1
ENSMUSG00000031591	Asah1
ENSMUSG00000031590	Frg1
ENSMUSG00000102046	2810404M03Rik
ENSMUSG00000031651	Triml1
ENSMUSG00000091490	Triml2
ENSMUSG00000051176	Zfp42
ENSMUSG00000063900	Adam26b
ENSMUSG00000048516	Adam26a
ENSMUSG00000050190	Gm5346
ENSMUSG00000079058	Adam34
ENSMUSG00000070047	Fat1
ENSMUSG00000097491	Gm2366
ENSMUSG00000054764	Mtnr1a
ENSMUSG00000031645	F11
ENSMUSG00000031640	Klkb1
ENSMUSG00000079057	Cyp4v3
ENSMUSG00000070044	Fam149a
ENSMUSG00000031639	Tlr3
ENSMUSG00000031626	Sorbs2
ENSMUSG00000084954	Gm16351
ENSMUSG00000085440	Sorbs2os
ENSMUSG00000031636	Pdlim3
ENSMUSG00000071104	Ccdc110
ENSMUSG00000071103	1700029J07Rik
ENSMUSG00000031634	Ufsp2
ENSMUSG00000050914	Ankrd37
ENSMUSG00000031637	Lrp2bp
ENSMUSG00000038291	Snx25
ENSMUSG00000031631	Cfap97
ENSMUSG00000086279	Gm15634
ENSMUSG00000031633	Slc25a4
ENSMUSG00000047171	Helt
ENSMUSG00000018796	Acsl1
ENSMUSG00000031629	Cenpu
ENSMUSG00000038225	Primpol
ENSMUSG00000031628	Casp3
ENSMUSG00000031627	Irf2
ENSMUSG00000038173	Enpp6
ENSMUSG00000086190	4930579M01Rik
ENSMUSG00000038143	Stox2
ENSMUSG00000097922	4930448N21Rik
ENSMUSG00000060559	Gm10083
ENSMUSG00000038102	Trappc11
ENSMUSG00000031568	Rwdd4a
ENSMUSG00000063049	Ing2
ENSMUSG00000074357	AA386476
ENSMUSG00000038069	Cdkn2aip
ENSMUSG00000097706	E030037K01Rik
ENSMUSG00000061974	Cldn24
ENSMUSG00000038064	Cldn22
ENSMUSG00000031563	Wwc2
ENSMUSG00000031562	Dctd
ENSMUSG00000031561	Tenm3
ENSMUSG00000031559	4930555F03Rik
ENSMUSG00000031521	Aga
ENSMUSG00000039396	Neil3
ENSMUSG00000031520	Vegfc
ENSMUSG00000054408	Spcs3
ENSMUSG00000031519	Asb5
ENSMUSG00000089708	5330439A09Rik
ENSMUSG00000031518	Spata4
ENSMUSG00000039375	Wdr17
ENSMUSG00000089719	Gm15758
ENSMUSG00000031517	Gpm6a
ENSMUSG00000046258	Adam29
ENSMUSG00000038257	Glra3
ENSMUSG00000031613	Hpgd
ENSMUSG00000038215	Cep44
ENSMUSG00000038206	Fbxo8
ENSMUSG00000101485	Gm29173
ENSMUSG00000038193	Hand2
ENSMUSG00000100348	Gm28063
ENSMUSG00000097910	5033428I22Rik
ENSMUSG00000031610	Scrg1
ENSMUSG00000031609	Sap30
ENSMUSG00000096917	2500002B13Rik
ENSMUSG00000054717	Hmgb2
ENSMUSG00000031608	Galnt7
ENSMUSG00000096914	Galntl6
ENSMUSG00000097695	Gm26905
ENSMUSG00000090003	Gm15882
ENSMUSG00000049946	BC030500
ENSMUSG00000070023	Gm10283
ENSMUSG00000057228	Aadat
ENSMUSG00000031647	Mfap3l
ENSMUSG00000038005	2700029M09Rik
ENSMUSG00000004319	Clcn3
ENSMUSG00000045746	B230317F23Rik
ENSMUSG00000031644	Nek1
ENSMUSG00000086681	Gm16178
ENSMUSG00000031642	Sh3rf1
ENSMUSG00000099419	1700001D01Rik
ENSMUSG00000031641	Cbr4
ENSMUSG00000058056	Palld
ENSMUSG00000086866	4930512H18Rik
ENSMUSG00000037921	Ddx60
ENSMUSG00000031635	Anxa10
ENSMUSG00000054162	Spock3
ENSMUSG00000094443	Sgol2b
ENSMUSG00000053626	Tll1
ENSMUSG00000037852	Cpe
ENSMUSG00000031604	Msmo1
ENSMUSG00000031605	Klhl2
ENSMUSG00000025521	Tmem192
ENSMUSG00000071089	Trim75
ENSMUSG00000053490	Trim60
ENSMUSG00000079042	Apela
ENSMUSG00000074302	Gm10663
ENSMUSG00000074300	BC030870
ENSMUSG00000036469	March1
ENSMUSG00000086156	Gm15354
ENSMUSG00000085109	Gm15356
ENSMUSG00000025591	Tma16
ENSMUSG00000025519	Tktl2
ENSMUSG00000044014	Npy5r
ENSMUSG00000036437	Npy1r
ENSMUSG00000014907	Naf1
ENSMUSG00000074292	Gm10660
ENSMUSG00000025588	Nat1
ENSMUSG00000051147	Nat2
ENSMUSG00000030735	Gm9755
ENSMUSG00000056426	Nat3
ENSMUSG00000030465	Psd3
ENSMUSG00000087266	Gm15991
ENSMUSG00000095306	Gm21807
ENSMUSG00000097609	Gm26659
ENSMUSG00000053886	Sh2d4a
ENSMUSG00000036356	Csgalnact1
ENSMUSG00000085197	1700125H03Rik
ENSMUSG00000087489	Gm15656
ENSMUSG00000031864	Ints10
ENSMUSG00000015568	Lpl
ENSMUSG00000036330	Slc18a1
ENSMUSG00000089995	Gm15716
ENSMUSG00000006273	Atp6v1b2
ENSMUSG00000090108	Gm15717
ENSMUSG00000036306	Lzts1
ENSMUSG00000059897	Zfp930
ENSMUSG00000079038	D130040H23Rik
ENSMUSG00000057924	Gm10033
ENSMUSG00000071083	Gm10311
ENSMUSG00000107280	Gm9495
ENSMUSG00000106683	Gm43263
ENSMUSG00000106824	Gm7697
ENSMUSG00000060427	Zfp868
ENSMUSG00000091764	Zfp964
ENSMUSG00000054648	Zfp869
ENSMUSG00000092260	Zfp963
ENSMUSG00000092544	Gm20422
ENSMUSG00000043090	Zfp866
ENSMUSG00000031862	Atp13a1
ENSMUSG00000036246	Gmip
ENSMUSG00000031861	Lpar2
ENSMUSG00000031860	Pbx4
ENSMUSG00000044006	Cilp2
ENSMUSG00000048967	Yjefn3
ENSMUSG00000036199	Ndufa13
ENSMUSG00000047654	Tssk6
ENSMUSG00000036180	Gatad2a
ENSMUSG00000031858	Mau2
ENSMUSG00000011306	Sugp1
ENSMUSG00000036151	Tm6sf2
ENSMUSG00000007594	Hapln4
ENSMUSG00000002341	Ncan
ENSMUSG00000036120	Rfxank
ENSMUSG00000071078	Nr2c2ap
ENSMUSG00000002345	Borcs8
ENSMUSG00000079033	Mef2b
ENSMUSG00000002342	Tmem161a
ENSMUSG00000002346	Slc25a42
ENSMUSG00000002343	Armc6
ENSMUSG00000036054	Sugp2
ENSMUSG00000003573	Homer3
ENSMUSG00000057788	Ddx49
ENSMUSG00000055681	Cope
ENSMUSG00000087408	Cers1
ENSMUSG00000109523	Gdf1
ENSMUSG00000058301	Upf1
ENSMUSG00000031849	Comp
ENSMUSG00000003575	Crtc1
ENSMUSG00000055707	Klhl26
ENSMUSG00000035964	Tmem59l
ENSMUSG00000007888	Crlf1
ENSMUSG00000058833	2810428I15Rik
ENSMUSG00000090137	Uba52
ENSMUSG00000055553	Kxd1
ENSMUSG00000019428	Fkbp8
ENSMUSG00000070002	Ell
ENSMUSG00000019139	Isyna1
ENSMUSG00000070003	Ssbp4
ENSMUSG00000049988	Lrrc25
ENSMUSG00000038508	Gdf15
ENSMUSG00000056204	Pgpep1
ENSMUSG00000031848	Lsm4
ENSMUSG00000071076	Jund
ENSMUSG00000080058	Gm11175
ENSMUSG00000095026	Gm3336
ENSMUSG00000031842	Pde4c
ENSMUSG00000031840	Rab3a
ENSMUSG00000035559	Mpv17l2
ENSMUSG00000031838	Ifi30
ENSMUSG00000031834	Pik3r2
ENSMUSG00000100691	2010320M18Rik
ENSMUSG00000031833	Mast3
ENSMUSG00000000791	Il12rb1
ENSMUSG00000002910	Arrdc2
ENSMUSG00000002908	Kcnn1
ENSMUSG00000020887	A230052G05Rik
ENSMUSG00000007721	Ccdc124
ENSMUSG00000000792	Slc5a5
ENSMUSG00000045128	Rpl18a
ENSMUSG00000019261	Map1s
ENSMUSG00000074252	Gm10654
ENSMUSG00000101854	1700026F02Rik
ENSMUSG00000091388	Gm17576
ENSMUSG00000035439	Haus8
ENSMUSG00000004677	Myo9b
ENSMUSG00000002395	Use1
ENSMUSG00000002396	Ocel1
ENSMUSG00000002393	Nr2f6
ENSMUSG00000034911	Ushbp1
ENSMUSG00000031820	Babam1
ENSMUSG00000046295	Ankle1
ENSMUSG00000007950	Abhd8
ENSMUSG00000034880	Mrpl34
ENSMUSG00000074247	Dda1
ENSMUSG00000034863	Ano8
ENSMUSG00000007610	Gtpbp3
ENSMUSG00000034845	Plvap
ENSMUSG00000108900	RP23-457J22.1
ENSMUSG00000046718	Bst2
ENSMUSG00000031813	Mvb12a
ENSMUSG00000043664	Tmem221
ENSMUSG00000034829	Nxnl1
ENSMUSG00000031808	Slc27a1
ENSMUSG00000031807	Pgls
ENSMUSG00000043243	Fam129c
ENSMUSG00000034807	Colgalt1
ENSMUSG00000034799	Unc13a
ENSMUSG00000031805	Jak3
ENSMUSG00000079019	Insl3
ENSMUSG00000031803	B3gnt3
ENSMUSG00000070000	Fcho1
ENSMUSG00000056019	Zfp709
ENSMUSG00000089857	Zfp882
ENSMUSG00000066880	Zfp617
ENSMUSG00000052446	Zfp961
ENSMUSG00000003484	Cyp4f18
ENSMUSG00000069998	Olfr372
ENSMUSG00000061561	Olfr373
ENSMUSG00000046881	Olfr374
ENSMUSG00000031799	Tpm4
ENSMUSG00000097472	Gm26586
ENSMUSG00000003037	Rab8a
ENSMUSG00000062007	Hsh2d
ENSMUSG00000074240	Cib3
ENSMUSG00000079016	Gm11034
ENSMUSG00000003039	Fam32a
ENSMUSG00000003033	Ap1m1
ENSMUSG00000070713	Gm10282
ENSMUSG00000055148	Klf2
ENSMUSG00000006276	Eps15l1
ENSMUSG00000019732	Calr3
ENSMUSG00000052794	1700030K09Rik
ENSMUSG00000052488	Cherp
ENSMUSG00000019731	Slc35e1
ENSMUSG00000097000	Gm17435
ENSMUSG00000045248	Med26
ENSMUSG00000044600	Smim7
ENSMUSG00000031791	Tmem38a
ENSMUSG00000048148	Nwd1
ENSMUSG00000031622	Sin3b
ENSMUSG00000050147	F2rl3
ENSMUSG00000004383	Large
ENSMUSG00000079011	Gm11033
ENSMUSG00000031621	Isx
ENSMUSG00000034518	Hmgxb4
ENSMUSG00000042870	Tom1
ENSMUSG00000005413	Hmox1
ENSMUSG00000005410	Mcm5
ENSMUSG00000034472	Rasd2
ENSMUSG00000031620	1700007B14Rik
ENSMUSG00000031618	Nr3c2
ENSMUSG00000037148	Arhgap10
ENSMUSG00000097882	0610038B21Rik
ENSMUSG00000037134	Prmt10
ENSMUSG00000031617	Tmem184c
ENSMUSG00000086781	1700092C02Rik
ENSMUSG00000031616	Ednra
ENSMUSG00000037101	Ttc29
ENSMUSG00000031688	Pou4f2
ENSMUSG00000037070	Rbmxl1
ENSMUSG00000031684	Slc10a7
ENSMUSG00000031683	Lsm6
ENSMUSG00000071064	Zfp827
ENSMUSG00000031682	1700011L22Rik
ENSMUSG00000037022	Mmaa
ENSMUSG00000097174	Gm4890
ENSMUSG00000031681	Smad1
ENSMUSG00000036990	Otud4
ENSMUSG00000058355	Abce1
ENSMUSG00000036977	Anapc10
ENSMUSG00000064325	Hhip
ENSMUSG00000051839	Gypa
ENSMUSG00000086912	4930505O20Rik
ENSMUSG00000042353	Frem3
ENSMUSG00000031715	Smarca5
ENSMUSG00000031714	Gab1
ENSMUSG00000098001	Gm27048
ENSMUSG00000038250	Usp38
ENSMUSG00000037982	Gm9725
ENSMUSG00000037940	Inpp4b
ENSMUSG00000090732	4930579O11Rik
ENSMUSG00000031712	Il15
ENSMUSG00000031711	Zfp330
ENSMUSG00000047747	Rnf150
ENSMUSG00000074228	Gm10645
ENSMUSG00000031709	Tbc1d9
ENSMUSG00000031710	Ucp1
ENSMUSG00000035151	Elmod2
ENSMUSG00000035057	Mgat4d
ENSMUSG00000002190	Clgn
ENSMUSG00000063253	Scoc
ENSMUSG00000047286	Olfr370
ENSMUSG00000033938	Ndufb7
ENSMUSG00000031708	Tecr
ENSMUSG00000005483	Dnajb1
ENSMUSG00000019433	Gipc1
ENSMUSG00000019464	Ptger1
ENSMUSG00000057672	Pkn1
ENSMUSG00000005481	Ddx39
ENSMUSG00000002885	Adgre5
ENSMUSG00000096943	Gm26721
ENSMUSG00000013033	Adgrl1
ENSMUSG00000074219	Gm10644
ENSMUSG00000005470	Asf1b
ENSMUSG00000005469	Prkaca
ENSMUSG00000079003	Samd1
ENSMUSG00000046408	1700067K01Rik
ENSMUSG00000074217	2210011C24Rik
ENSMUSG00000047986	Palm3
ENSMUSG00000005465	Il27ra
ENSMUSG00000045232	Rln3
ENSMUSG00000074215	Gm10643
ENSMUSG00000056753	C330011M18Rik
ENSMUSG00000031706	Rfx1
ENSMUSG00000037103	Dcaf15
ENSMUSG00000012889	Podnl1
ENSMUSG00000036686	Cc2d1a
ENSMUSG00000008129	4930432K21Rik
ENSMUSG00000056155	Nanos3
ENSMUSG00000097120	Gm26887
ENSMUSG00000097296	Gm26532
ENSMUSG00000035671	Zswim4
ENSMUSG00000019362	D8Ertd738e
ENSMUSG00000004996	Mri1
ENSMUSG00000004994	Ccdc130
ENSMUSG00000034656	Cacna1a
ENSMUSG00000086067	Gm16183
ENSMUSG00000053560	Ier2
ENSMUSG00000097193	Gm26664
ENSMUSG00000001910	Nacc1
ENSMUSG00000001909	Trmt1
ENSMUSG00000001911	Nfix
ENSMUSG00000034041	Lyl1
ENSMUSG00000074203	G430095P16Rik
ENSMUSG00000053226	Dand5
ENSMUSG00000033751	Gadd45gip1
ENSMUSG00000003813	Rad23a
ENSMUSG00000003814	Calr
ENSMUSG00000003808	Farsa
ENSMUSG00000003824	Syce2
ENSMUSG00000003809	Gcdh
ENSMUSG00000054191	Klf1
ENSMUSG00000003812	Dnase2a
ENSMUSG00000053693	Mast1
ENSMUSG00000048617	Rtbdn
ENSMUSG00000052926	Rnaseh2a
ENSMUSG00000005161	Prdx2
ENSMUSG00000052837	Junb
ENSMUSG00000052566	Hook2
ENSMUSG00000052819	Best2
ENSMUSG00000052456	Asna1
ENSMUSG00000041203	2310036O22Rik
ENSMUSG00000031691	Tnpo2
ENSMUSG00000008167	Fbxw9
ENSMUSG00000095845	Gm5741
ENSMUSG00000060038	Dhps
ENSMUSG00000005150	Wdr83
ENSMUSG00000059355	Wdr83os
ENSMUSG00000005142	Man2b1
ENSMUSG00000074194	Zfp791
ENSMUSG00000062687	Cks1brt
ENSMUSG00000051952	Olfr371
ENSMUSG00000031696	Vps35
ENSMUSG00000031697	Orc6
ENSMUSG00000031698	Mylk3
ENSMUSG00000084895	AA672651
ENSMUSG00000036934	4921524J17Rik
ENSMUSG00000031700	Gpt2
ENSMUSG00000031701	Dnaja2
ENSMUSG00000036902	Neto2
ENSMUSG00000031703	Itfg1
ENSMUSG00000036879	Phkb
ENSMUSG00000036872	Abcc12
ENSMUSG00000047866	Lonp2
ENSMUSG00000036840	Siah1a
ENSMUSG00000074178	Gm10638
ENSMUSG00000031652	N4bp1
ENSMUSG00000098434	2010110E17Rik
ENSMUSG00000098534	Gm27167
ENSMUSG00000099162	Gm27168
ENSMUSG00000098854	Gm5118
ENSMUSG00000098684	Gm27246
ENSMUSG00000099207	Gm10637
ENSMUSG00000098257	Gm27169
ENSMUSG00000098768	Gm27207
ENSMUSG00000098360	4930535O05Rik
ENSMUSG00000098295	Gm19872
ENSMUSG00000031654	Cbln1
ENSMUSG00000097248	Gm2694
ENSMUSG00000097992	Gm27016
ENSMUSG00000098086	1700120C18Rik
ENSMUSG00000069971	4933402J07Rik
ENSMUSG00000045333	Zfp423
ENSMUSG00000097631	Gm2716
ENSMUSG00000036810	Cnep1r1
ENSMUSG00000031657	Heatr3
ENSMUSG00000062704	9430002A10Rik
ENSMUSG00000036779	Papd5
ENSMUSG00000031659	Adcy7
ENSMUSG00000031660	Brd7
ENSMUSG00000031661	Nkd1
ENSMUSG00000031662	Snx20
ENSMUSG00000055994	Nod2
ENSMUSG00000036712	Cyld
ENSMUSG00000031665	Sall1
ENSMUSG00000094790	Gm6625
ENSMUSG00000043668	Tox3
ENSMUSG00000056608	Chd9
ENSMUSG00000074171	Gm6658
ENSMUSG00000031666	Rbl2
ENSMUSG00000031667	Aktip
ENSMUSG00000033282	Rpgrip1l
ENSMUSG00000055932	Fto
ENSMUSG00000090778	Gm3235
ENSMUSG00000031734	Irx3
ENSMUSG00000046413	Irx3os
ENSMUSG00000099664	Gm28511
ENSMUSG00000099812	Gm28515
ENSMUSG00000101613	Gm28516
ENSMUSG00000031736	Crnde
ENSMUSG00000095651	Gm21817
ENSMUSG00000031737	Irx5
ENSMUSG00000100612	Gm29177
ENSMUSG00000031738	Irx6
ENSMUSG00000031740	Mmp2
ENSMUSG00000033192	Lpcat2
ENSMUSG00000078144	Capns2
ENSMUSG00000055368	Slc6a2
ENSMUSG00000071047	Ces1a
ENSMUSG00000078964	Ces1b
ENSMUSG00000057400	Ces1c
ENSMUSG00000056973	Ces1d
ENSMUSG00000061959	Ces1e
ENSMUSG00000031725	Ces1f
ENSMUSG00000057074	Ces1g
ENSMUSG00000074156	Ces1h
ENSMUSG00000058019	Ces5a
ENSMUSG00000097520	Gm26843
ENSMUSG00000031748	Gnao1
ENSMUSG00000031751	Amfr
ENSMUSG00000031754	Nudt21
ENSMUSG00000033009	Ogfod1
ENSMUSG00000031755	Bbs2
ENSMUSG00000031757	Mt4
ENSMUSG00000031760	Mt3
ENSMUSG00000031762	Mt2
ENSMUSG00000031765	Mt1
ENSMUSG00000032939	Nup93
ENSMUSG00000031766	Slc12a3
ENSMUSG00000089712	Gm15889
ENSMUSG00000090105	Gm15890
ENSMUSG00000031770	Herpud1
ENSMUSG00000097194	9330175E14Rik
ENSMUSG00000074151	Nlrc5
ENSMUSG00000034361	Cpne2
ENSMUSG00000031774	Fam192a
ENSMUSG00000050079	Rspry1
ENSMUSG00000031776	Arl2bp
ENSMUSG00000031775	Pllp
ENSMUSG00000031779	Ccl22
ENSMUSG00000031778	Cx3cl1
ENSMUSG00000031780	Ccl17
ENSMUSG00000031781	Ciapin1
ENSMUSG00000031782	Coq9
ENSMUSG00000031783	Polr2c
ENSMUSG00000040631	Dok4
ENSMUSG00000063605	Ccdc102a
ENSMUSG00000061577	Adgrg5
